patent_id,title,abstract,description,country,cpc,cpc_low,cpc_inventive_low,top_terms,url,claims,publication_date,filing_date,priority_date,family_id,applicant,inventors,source,source_status
NO-20040585-L,Reinforced wood structure technology for fiber optic sensor matrix.,,Abstract,Norway,H04R1/00; G01H9/004,H04R1/00; H04R; H04; H; G01H9/004; G01H9/00; G01H; G01; G,H04R1/00; H04R; H04; H; G01H9/004; G01H9/00; G01H; G01; G,fiber optic; optic sensor; wood structure; sensor matrix; structure technology; reinforced wood; reinforced; technology; matrix; fiber,https://patents.google.com/patent/NO20040585L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-20042492-L,Procedure for detection and characterization of real-time deposits,,Abstract,Norway,G01N17/008,G01N17/008; G01N17/00; G01N; G01; G,G01N17/008; G01N17/00; G01N; G01; G,characterization; real; procedure; detection; time deposits; deposits; time,https://patents.google.com/patent/NO20042492L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-20044182-L,Over feeding device,,Abstract,Norway,F16L49/08; F16L39/04,F16L49/08; F16L49/00; F16L; F16; F; F16L39/04; F16L39/00,F16L49/08; F16L49/00; F16L; F16; F; F16L39/04; F16L39/00,feeding device; over feeding; over; feeding,https://patents.google.com/patent/NO20044182L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-20061719-L,Apparatus for handling horizontally stacked drill bits,,Abstract,Norway,,,,handling; drill bits; horizontally stacked; stacked drill; horizontally; bits; stacked; handling horizontally; drill,https://patents.google.com/patent/NO20061719L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-20071098-L,Quinazoline derivatives useful in the treatment of peripheral artery disease and as phosphodiesterase inhibitors,In accordance with the present invention there is provided a method for the treatment of peripheral arterial diseases in a host comprising administering a therapeutically effective amount of compounds having the formulas (I) through (III) or analogues thereof.,Abstract,Norway,A61P43/00; A61P9/10; A61P9/14; A61P9/00; A61K31/00; A61K31/517; A61K31/519; A61K31/517; A61K31/519; A61K31/00,A61P43/00; A61P; A61; A; A61P9/10; A61P9/00; A61P9/14; A61K31/00; A61K; A61K31/517; A61K31/505; A61K31/495; A61K31/395; A61K31/33; A61K31/519,A61P43/00; A61P; A61; A; A61P9/10; A61P9/00; A61P9/14; A61K31/00; A61K; A61K31/517; A61K31/505; A61K31/495; A61K31/395; A61K31/33; A61K31/519,treatment; artery disease; peripheral artery; phosphodiesterase inhibitors; derivatives useful; quinazoline derivatives; quinazoline; peripheral; phosphodiesterase; inhibitors,https://patents.google.com/patent/NO20071098L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-20090087-L,"Method and device for patching a well by hydroforming a tubular metal patch, and a patch for this purpose","A method of patching a well or a pipe by hydroforming a tubular metal patch. A tool provided with a pair of inflatable packers is inserted inside the patch. The pair of inflatable packers are axially spaced apart from each other by a distance that is substantially equal to the length of the patch. The tool is positioned inside the patch so that the packers are in register with the end portions of the patch. The assembly of the tool and the patch is axially inserted inside the well or the pipe, and positioned in register with the zone for patching. The packers are inflated to a high pressure, sufficient for radially expanding the end portions of the patch and pressing them in a leak-tight manner against the wall of the well or the pipe. The packers are subsequently deflated and the tool is withdrawn. The method is applicable to the oil industry.",Abstract,Norway,E21B43/103; Y10T137/0452; E21B29/10; E21B33/1243; Y10T137/0452; Y10T29/53657; Y10T29/53657; E21B47/01; E21B29/10; E21B33/1243; E21B43/103; E21B47/01,E21B43/103; E21B43/10; E21B43/02; E21B43/00; E21B; E21; E; Y10T137/0452; Y10T137/0441; Y10T137/0402; Y10T137/0318; Y10T137/00; Y10T; Y10; Y; E21B29/10; E21B29/00; E21B33/1243; E21B33/124; E21B33/12; E21B33/10; E21B33/00; Y10T29/53657; Y10T29/53; Y10T29/00; E21B47/01; E21B47/00,E21B43/103; E21B43/10; E21B43/02; E21B43/00; E21B; E21; E; Y10T137/0452; Y10T137/0441; Y10T137/0402; Y10T137/0318; Y10T137/00; Y10T; Y10; Y; E21B29/10; E21B29/00; E21B33/1243; E21B33/124; E21B33/12; E21B33/10; E21B33/00; Y10T29/53657; Y10T29/53; Y10T29/00; E21B47/01; E21B47/00,patch; well; packers; patching; tool; hydroforming; pipe; tubular metal; register; end portions,https://patents.google.com/patent/NO20090087L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-772533-L,NEW CELLULOSIS READINGS AND PROCEDURES FOR THE MANUFACTURE OF THESE,,Abstract,Norway,C08B16/00; C08L1/02; D01F2/00; C08L1/02; D01F2/00; C08B16/00,C08B16/00; C08B; C08; C; C08L1/02; C08L1/00; C08L; D01F2/00; D01F; D01; D,C08B16/00; C08B; C08; C; C08L1/02; C08L1/00; C08L; D01F2/00; D01F; D01; D,cellulosis; readings; procedures; manufacture; new; new cellulosis; cellulosis readings,https://patents.google.com/patent/NO772533L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-773167-L,"ALLOY FOR THE TREATMENT OF MELTED METAL, ESPECIALLY FOR THE ADDITION OF RARE EARTH METALS",,Abstract,Norway,C22C19/007; C22C19/007,C22C19/007; C22C19/00; C22C; C22; C,C22C19/007; C22C19/00; C22C; C22; C,alloy; nickel; rare earth; iron; earth metals; alloys; addition; content; magnesium; melt,https://patents.google.com/patent/NO773167L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-773540-L,ARM LOCK FOR SIDE ARMS FOR AWNINGS.,,Abstract,Norway,E04F10/0614; E04F10/0651,E04F10/0614; E04F10/0611; E04F10/06; E04F10/02; E04F10/00; E04F; E04; E; E04F10/0651; E04F10/0644,E04F10/0614; E04F10/0611; E04F10/06; E04F10/02; E04F10/00; E04F; E04; E; E04F10/0651; E04F10/0644,awnings; side arms; arm lock; lock; arm; arms,https://patents.google.com/patent/NO773540L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-774490-L,PROCEDURE FOR PREPARING LEFT-TURNING TIAZOLIDINYLIDENE-ACETIC ACID DERIVATIVES,,Abstract,Norway,,,,ozolin; acetic acid; salt; acid; chloroform; procedure; optically active; methyl; thiazolidin; ylidene,https://patents.google.com/patent/NO774490L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-781249-L,OXYD FEEDS FOR ALUMINUM ELECTROLYSIS OVEN,,Abstract,Norway,,,,oxyd; feeds; aluminum electrolysis; oven; electrolysis oven; aluminum; oxyd feeds; electrolysis,https://patents.google.com/patent/NO781249L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-784394-L,PROCEDURES FOR THE PREPARATION OF AMINOPHENYL ETHER COMPOUNDS,,Abstract,Norway,C07D213/82; C07D295/096,C07D213/82; C07D213/81; C07D213/78; C07D213/60; C07D213/04; C07D213/02; C07D213/00; C07D; C07; C; C07D295/096; C07D295/08; C07D295/04; C07D295/00,C07D213/82; C07D213/81; C07D213/78; C07D213/60; C07D213/04; C07D213/02; C07D213/00; C07D; C07; C; C07D295/096; C07D295/08; C07D295/04; C07D295/00,group; lower alkyl; denotes; substituted; formula; alkyl group; hydrogen atom; compound represented; alkyl groups; cyclohexyl,https://patents.google.com/patent/NO784394L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-790706-L,THERMOSTAT CONTROLLED MIXING VALVE.,,Abstract,Norway,G05D23/1353; G05D23/1353,G05D23/1353; G05D23/1346; G05D23/134; G05D23/132; G05D23/1306; G05D23/13; G05D23/01; G05D23/00; G05D; G05; G,G05D23/1353; G05D23/1346; G05D23/134; G05D23/132; G05D23/1306; G05D23/13; G05D23/01; G05D23/00; G05D; G05; G,cone; housing; regulating; regulation; spindle; mixer according; seat; shut; liquid; maneuvering,https://patents.google.com/patent/NO790706L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-800298-L,"MATERIAL FOR THE DEVELOPMENT OF HEAT, PROCEDURES IN THE MANUFACTURING THEREOF, AND APPLICATION THEREOF",,Abstract,Norway,,,,mixture; pbb; weight; products; aluminum; approx; acid; added; iron; reducing metal,https://patents.google.com/patent/NO800298L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-810012-L,PROCEDURE AND APPARATUS FOR CLEANING VIDEO PLAYER / RECORDER,,Abstract,Norway,G11B23/049; G11B5/41; G11B23/049; G11B5/41; G11B5/41,G11B23/049; G11B23/04; G11B23/02; G11B23/00; G11B; G11; G; G11B5/41; G11B5/00,G11B23/049; G11B23/04; G11B23/02; G11B23/00; G11B; G11; G; G11B5/41; G11B5/00,cleaning; head; tape; stated; housing; belt; cleaning element; cassette; video; operating position,https://patents.google.com/patent/NO810012L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-812088-L,PROCEDURE AND APPARATUS FOR AUTOMATIC REMOVAL OF SUBSTANCE DISPOSAL BY BLOWING BODIES,,Abstract,Norway,B29C37/02,B29C37/02; B29C37/00; B29C; B29; B,B29C37/02; B29C37/00; B29C; B29; B,tool; waste; mold; rotation; halves; rollers; blow; bodies; procedure; rotatable,https://patents.google.com/patent/NO812088L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-812155-L,"Catalyst impregnated with finely divided silicon dioxide, manufacture and use thereof","Film grade ethylene copolymers are prepared by copolymerizing ethylene with at least one C3 to C8 alpha olefin employing a catalyst formed from an organo aluminum activator compound and a precursor composition impregnated in very fine particle sized porous silica, said precursor composition having the formula  MGmTi1(OR)nXp[EDq] wherein R is a C1 to C14 aliphatic or aromatic hydrocarbon radical, or COR&#39; wherein R&#39; is a C1 to C14 aliphatic or aromatic hydrocarbon radical; X is selected from the group consisting of Cl, Br, I or mixtures thereof; ED is an electron donor compound; m is &gt;/=0.5 to &lt;/=56; n is 0, 1 or 2; p is &gt;/=2 to &lt;/=116; and q is &gt;/=2 to &lt;/=85; and said organo aluminum activator compound having the formula Al(R&#39;&#39;)cX&#39;dHe wherein X&#39; is Cl or OR&#39;&#39;&#39;; R&#39;&#39; and R&#39;&#39;&#39; are the same or different and are C1 to C14 saturated hydrocarbon radicals; d is 0 to 1.5; e is 1 or 0; and c+d+e=3.",Abstract,Norway,C08F210/16; Y10S526/909; Y10S526/901; Y10S526/908; Y10S526/909; C08F210/16; Y10S526/901; Y10S526/908; C08F2410/06; C08F4/52; C08F4/50,C08F210/16; C08F210/00; C08F; C08; C; Y10S526/909; Y10S526/00; Y10S; Y10; Y; Y10S526/901; Y10S526/908; C08F2410/06; C08F2410/00; C08F4/52; C08F4/44; C08F4/42; C08F4/00; C08F4/50,C08F210/16; C08F210/00; C08F; C08; C; Y10S526/909; Y10S526/00; Y10S; Y10; Y; Y10S526/901; Y10S526/908; C08F2410/06; C08F2410/00; C08F4/52; C08F4/44; C08F4/42; C08F4/00; C08F4/50,manufacture; silicon dioxide; finely divided; aliphatic; formula; divided silicon; catalyst impregnated; precursor composition; aromatic hydrocarbon; hydrocarbon radical,https://patents.google.com/patent/NO812155L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-822636-L,DEVICE FOR AN ANTI-MAJOR DAMAGE TO A SUBSTANCE CABLE BY CABLES.,,Abstract,Norway,H02G15/14; H02G15/14; H02G15/007,H02G15/14; H02G15/12; H02G15/10; H02G15/08; H02G15/00; H02G; H02; H; H02G15/007,H02G15/14; H02G15/12; H02G15/10; H02G15/08; H02G15/00; H02G; H02; H; H02G15/007,cables; major damage; substance cable; cable; substance; major; damage,https://patents.google.com/patent/NO822636L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-830371-L,"FIBRINOGEN PREPARATION, PROCEDURE FOR ITS PREPARATION AND ITS USE",,Abstract,Norway,C07K14/75; A61K38/00; A61L24/106; A61L24/106; C07K14/75; A61K38/00,C07K14/75; C07K14/745; C07K14/435; C07K14/00; C07K; C07; C; A61K38/00; A61K; A61; A; A61L24/106; A61L24/10; A61L24/04; A61L24/00; A61L,C07K14/75; C07K14/745; C07K14/435; C07K14/00; C07K; C07; C; A61K38/00; A61K; A61; A; A61L24/106; A61L24/10; A61L24/04; A61L24/00; A61L,preparation; procedure; fibrinogen; fibrinogen preparation,https://patents.google.com/patent/NO830371L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-830737-L,PROCEDURE FOR THE PREPARATION OF CARBOXYALKYL DIPEPTIDES,,Abstract,Norway,C07K5/0222; C07K5/06086; A61K38/00,C07K5/0222; C07K5/022; C07K5/02; C07K5/00; C07K; C07; C; C07K5/06086; C07K5/06; C07K5/04; A61K38/00; A61K; A61; A,C07K5/0222; C07K5/022; C07K5/02; C07K5/00; C07K; C07; C; C07K5/06086; C07K5/06; C07K5/04; A61K38/00; A61K; A61; A,group; formula; hydrogen; compound; carboxylic acid; chloro; indole; octahydro; cis; syn,https://patents.google.com/patent/NO830737L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-831578-L,PHENYL-SUBSTITUTED ACRYLIC ACID ESTES AND USE OF THIS,,Abstract,Norway,C08F20/18,C08F20/18; C08F20/16; C08F20/12; C08F20/10; C08F20/02; C08F20/00; C08F; C08; C,C08F20/18; C08F20/16; C08F20/12; C08F20/10; C08F20/02; C08F20/00; C08F; C08; C,phenyl; acrylic acid; substituted acrylic; estes; acid estes; substituted; acrylic; acid,https://patents.google.com/patent/NO831578L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-833484-L,ZEOLITE CATALYST FOR REFORMING,,Abstract,Norway,C10G35/095; B01J29/62; C10G35/095; B01J29/62,C10G35/095; C10G35/06; C10G35/04; C10G35/00; C10G; C10; C; B01J29/62; B01J29/61; B01J29/60; B01J29/06; B01J29/04; B01J29/00; B01J; B01; B,C10G35/095; C10G35/06; C10G35/04; C10G35/00; C10G; C10; C; B01J29/62; B01J29/61; B01J29/60; B01J29/06; B01J29/04; B01J29/00; B01J; B01; B,reforming; zeolite catalyst; zeolite; catalyst,https://patents.google.com/patent/NO833484L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-840070-L,MELT CONTROL FOR ELECTRICAL FUSING,,Abstract,Norway,H01H85/11; H01H85/06,H01H85/11; H01H85/08; H01H85/055; H01H85/05; H01H85/04; H01H85/02; H01H85/00; H01H; H01; H; H01H85/06,H01H85/11; H01H85/08; H01H85/055; H01H85/05; H01H85/04; H01H85/02; H01H85/00; H01H; H01; H; H01H85/06,coating; fusible; silver; melting point; lead; conductor; copper; intermediate layer; fusible link; tin,https://patents.google.com/patent/NO840070L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-841359-L,USE SYSTEM FOR SPREADING A PATCH MATERIAL,,Abstract,Norway,B26D5/00; Y10T83/178; B26D5/34; A41H43/00; B26D5/00; B26D5/005; B26D5/007; B26D5/007; B26D5/34; B26F1/38; Y10T83/543; Y10T83/543; Y10T83/178; A41H43/00; B26D5/005; B26F1/38,B26D5/00; B26D; B26; B; Y10T83/178; Y10T83/175; Y10T83/173; Y10T83/162; Y10T83/00; Y10T; Y10; Y; B26D5/34; B26D5/30; B26D5/20; A41H43/00; A41H; A41; A; B26D5/005; B26D5/007; B26F1/38; B26F1/00; B26F; Y10T83/543; Y10T83/541; Y10T83/525,B26D5/00; B26D; B26; B; Y10T83/178; Y10T83/175; Y10T83/173; Y10T83/162; Y10T83/00; Y10T; Y10; Y; B26D5/34; B26D5/30; B26D5/20; A41H43/00; A41H; A41; A; B26D5/005; B26D5/007; B26F1/38; B26F1/00; B26F; Y10T83/543; Y10T83/541; Y10T83/525,spreading; use system; patch material; patch,https://patents.google.com/patent/NO841359L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-841548-L,PROCEDURE FOR THE PREPARATION OF METACRYLIC ACID,,Abstract,Norway,,,,procedure; preparation; metacrylic acid; metacrylic; acid,https://patents.google.com/patent/NO841548L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-841739-L,MAGNETIC POLYMER PARTICLES AND PROCEDURES FOR PREPARING THEREOF,,Abstract,Norway,,,,procedures; preparing; polymer particles; magnetic polymer; magnetic; particles; polymer,https://patents.google.com/patent/NO841739L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-843054-L,antibiotic,The present invention relates to a novel polyether ionophore antibiotic of the formula    &lt;IMAGE&gt;  I    &lt;IMAGE&gt;  and its pharmaceutically acceptable salts . . . The compound of formula I and its salts exhibit activity as an antibacterial agent and as an anticoccidial agent.,Abstract,Norway,A61P33/02; C12P19/60; C07H19/01; C12P19/445; C12P19/54; C12R2001/55; C12P19/445; C12R2001/55; C12P19/60; C07H19/01; C12N1/205; C12N1/205,A61P33/02; A61P33/00; A61P; A61; A; C12P19/60; C12P19/44; C12P19/00; C12P; C12; C; C07H19/01; C07H19/00; C07H; C07; C12P19/445; C12P19/54; C12P19/46; C12R2001/55; C12R2001/465; C12R2001/01; C12R2001/00; C12R; C12N1/205; C12N1/20; C12N1/00; C12N,A61P33/02; A61P33/00; A61P; A61; A; C12P19/60; C12P19/44; C12P19/00; C12P; C12; C; C07H19/01; C07H19/00; C07H; C07; C12P19/445; C12P19/54; C12P19/46; C12R2001/55; C12R2001/465; C12R2001/01; C12R2001/00; C12R; C12N1/205; C12N1/20; C12N1/00; C12N,formula; image; antibiotic; agent; compound; pharmaceutically acceptable; salts; relates; present; exhibit activity,https://patents.google.com/patent/NO843054L,,,,,,,,Google Patents Public Data,LIVE_DATASET
NO-844078-L,END STAND FOR FLEXIBLE METAL HOSE,,Abstract,Norway,F16L33/20,F16L33/20; F16L33/00; F16L; F16; F,F16L33/20; F16L33/00; F16L; F16; F,hose; piece; metal hose; pipe; ring; outer diameter; diameter; facing bead; outward; inner diameter,https://patents.google.com/patent/NO844078L,,,,,,,,Google Patents Public Data,LIVE_DATASET
